4384:
2246782,3,2005-07-08
1987434,3,2005-07-13
1192301,4,2004-12-05
86062,4,2005-07-22
663806,2,2005-02-19
879022,4,2005-08-17
991725,4,2005-08-26
890144,1,2004-11-26
1016315,3,2005-08-31
1179646,5,2004-06-24
1765193,3,2004-10-26
1936617,2,2004-10-27
2445646,4,2004-10-31
263315,3,2004-11-01
663789,4,2004-11-01
160876,4,2004-11-01
1857486,4,2004-11-01
306466,4,2004-11-02
2163521,4,2004-11-02
1109948,4,2004-11-02
448870,5,2004-11-02
132468,4,2004-11-02
1068777,4,2004-11-03
2433695,3,2004-11-03
659794,2,2004-11-03
2330282,3,2004-11-04
439931,5,2004-11-06
1907667,4,2004-11-06
249052,5,2004-11-08
1128809,4,2004-11-08
765331,4,2004-11-09
2297996,5,2004-11-09
712664,5,2004-11-09
1913324,3,2004-11-11
393953,3,2004-11-11
1851273,4,2004-11-11
1228213,4,2004-11-12
2238860,5,2004-11-15
308495,5,2004-11-16
1886885,3,2004-11-16
1944014,5,2004-11-16
923969,4,2004-11-16
2420848,4,2004-11-18
1329923,1,2005-10-17
1910881,4,2004-11-20
900816,3,2004-11-22
1750448,4,2004-11-22
2422606,4,2004-11-22
1523153,4,2004-11-22
181323,3,2004-11-23
2309436,2,2004-11-23
2367275,3,2004-11-26
1583391,3,2004-11-28
608309,3,2004-11-28
1848098,5,2004-11-29
2258710,4,2004-11-29
1240210,4,2004-11-30
2372221,3,2004-12-01
1455726,3,2004-12-01
716091,4,2004-12-03
501780,3,2004-12-07
2360117,4,2004-12-08
183907,4,2004-12-08
1149472,3,2004-12-08
530441,5,2004-12-14
979767,3,2004-12-15
2381246,4,2004-12-17
141932,5,2004-12-17
1176140,3,2004-12-17
617782,1,2004-12-20
1794216,3,2004-12-21
1717064,4,2004-12-22
679396,4,2004-12-24
2573579,4,2004-12-26
1380819,5,2004-12-28
1242432,4,2004-12-28
146851,3,2004-12-30
67679,4,2005-01-04
2636652,4,2005-01-04
1331887,3,2005-01-09
314837,3,2005-01-10
606097,1,2005-01-10
868186,2,2005-01-13
517513,3,2005-01-19
466862,5,2005-01-19
1103135,4,2005-01-19
1476204,4,2005-01-19
2431832,4,2005-01-19
2581970,5,2005-01-20
1330766,2,2005-01-20
1398966,5,2005-01-20
233058,4,2005-01-24
1524454,1,2005-01-26
1213299,3,2005-01-26
543981,4,2005-01-26
2439497,3,2005-01-27
1479492,5,2005-01-27
1285726,4,2005-01-30
11203,4,2005-02-01
1527113,2,2005-02-05
2369008,4,2005-02-07
2014717,3,2005-02-08
146200,3,2005-02-21
807969,4,2005-02-21
442739,1,2005-02-24
1912665,4,2005-02-25
846887,4,2005-02-28
1307844,2,2005-03-22
2193455,4,2005-03-27
1513370,3,2005-04-06
587979,4,2005-04-12
557167,3,2005-04-18
1441122,3,2005-04-27
909063,2,2005-04-30
1477143,5,2005-05-02
174247,5,2005-05-07
1744889,3,2005-05-09
949599,3,2005-05-11
2163122,4,2005-05-19
2155033,5,2005-05-31
1765381,2,2005-06-06
2445069,4,2005-06-26
2451053,3,2005-09-09
603858,5,2005-09-11
185150,3,2005-09-17
842801,4,2005-09-26
1291393,5,2005-10-23
1265764,5,2005-10-28
1512842,5,2005-10-28
48536,5,2005-10-29
2000622,4,2005-11-07
1488844,3,2005-11-08
1023708,5,2005-11-11
2616301,5,2005-11-14
1140579,3,2005-11-15
864303,5,2005-11-23
15696,4,2005-11-26
1697479,4,2005-11-28
2031561,3,2005-12-04
1725703,4,2005-12-10
471426,4,2005-12-14
2081996,5,2005-12-14
688411,5,2005-12-16
962487,4,2005-12-24
960770,5,2005-12-31
1803892,5,2005-07-06
2202648,3,2004-12-05
2081171,1,2005-07-23
2340481,2,2005-08-03
830963,3,2005-08-04
1494552,4,2005-02-19
454801,2,2004-11-27
1923912,5,2005-08-20
663560,5,2005-08-25
527026,3,2004-11-27
1754391,4,2005-09-05
166595,4,2004-11-27
1672960,2,2004-11-26
1110906,5,2004-03-26
1404971,5,2004-03-20
2369811,5,2004-05-03
2209044,5,2004-06-15
326587,4,2004-10-28
1086736,5,2004-10-30
39435,4,2004-10-30
428170,3,2004-10-31
1874499,2,2004-11-01
1910629,4,2004-11-01
117409,4,2004-11-01
741479,3,2004-11-02
1120091,4,2004-11-03
904379,5,2004-11-03
620771,4,2004-11-03
543567,2,2004-11-04
327122,5,2004-11-05
649770,5,2004-11-05
2630970,3,2004-11-06
2240318,5,2004-11-07
172622,3,2004-11-07
2064942,4,2004-11-08
2124477,4,2004-11-08
2305266,5,2004-11-08
290706,4,2004-11-09
767816,3,2004-11-09
2220742,3,2004-11-09
203345,1,2004-11-09
954927,4,2004-11-10
2104820,3,2004-11-10
2331262,5,2004-11-10
1041552,3,2004-11-10
305197,3,2004-11-11
838130,3,2004-11-11
163546,3,2004-11-11
1755092,4,2004-11-12
461110,1,2004-11-14
1315483,5,2004-11-14
2385466,4,2004-11-15
1419506,3,2004-11-16
105833,5,2004-11-16
175887,3,2004-11-16
247794,4,2004-11-16
2124514,1,2004-11-19
1684516,4,2004-11-19
2311810,5,2004-11-20
1302772,2,2004-11-21
563575,3,2004-11-23
154959,5,2004-11-23
489613,5,2004-11-25
1529009,5,2004-11-27
2550394,4,2004-11-29
1345108,4,2004-11-29
1889046,4,2004-12-01
1373140,1,2004-12-03
447223,4,2004-12-06
2477414,5,2004-12-07
1363247,1,2004-12-09
1038632,3,2004-12-09
498369,3,2004-12-09
1514444,2,2004-12-12
589967,4,2004-12-13
1492801,3,2004-12-14
619272,2,2004-12-15
2192186,3,2004-12-15
326981,3,2004-12-15
1484526,1,2004-12-16
1419608,5,2004-12-18
781622,4,2004-12-20
2328802,3,2004-12-24
1008697,2,2004-12-29
68845,4,2005-01-01
2245579,3,2005-01-01
778711,3,2005-01-05
988544,5,2005-01-05
1170691,5,2005-01-05
966375,3,2005-01-06
309664,3,2005-01-08
1028493,1,2005-01-09
884121,1,2005-01-10
1703578,4,2005-01-11
1242757,4,2005-01-11
1756469,4,2005-01-19
1439698,4,2005-01-19
1534640,2,2005-01-23
1931241,4,2005-01-24
292223,3,2005-01-24
349844,4,2005-01-25
1516894,3,2005-01-27
1502634,4,2005-01-28
101930,3,2005-02-01
1181115,4,2005-02-05
2172892,2,2005-02-07
989704,1,2005-02-08
1537717,3,2005-02-10
622194,4,2005-02-10
1950418,4,2005-02-12
769,4,2005-02-21
723011,4,2005-02-23
1876625,3,2005-02-26
2296924,4,2005-02-28
1567095,4,2005-03-07
2206364,4,2005-03-08
1493312,5,2005-03-15
