3138:
1380819,4,2005-07-05
1307844,5,2005-07-06
1441122,5,2005-07-07
1432761,5,2005-07-07
53679,4,2005-07-08
1028316,5,2004-11-27
2445069,3,2005-07-09
2431286,5,2005-07-10
1922825,4,2005-07-11
1629953,3,2005-07-12
2237038,3,2005-07-16
2246856,4,2005-07-16
2472268,4,2005-07-16
2428115,2,2005-07-17
469857,5,2005-07-18
483047,2,2005-07-18
2308631,5,2005-07-19
1436887,5,2005-07-19
1250787,5,2005-07-19
802657,3,2005-07-19
1456155,4,2005-07-21
519345,4,2005-07-22
663789,1,2005-07-22
1457315,5,2005-07-22
753886,5,2005-07-26
273292,3,2005-07-26
716138,3,2005-07-29
2438162,5,2005-07-31
1505799,5,2005-07-31
474582,1,2005-08-01
100561,1,2005-08-02
365333,5,2005-08-03
1939185,2,2005-08-05
1519388,3,2005-08-09
1951353,3,2005-08-12
1687222,5,2005-08-12
1850680,5,2005-08-14
2460944,5,2005-08-14
122601,3,2005-08-14
1930438,2,2005-08-15
1279874,3,2005-08-15
879022,4,2005-08-16
1592118,5,2005-08-16
1459553,2,2005-08-18
672200,3,2005-08-29
568072,3,2005-08-30
1330445,5,2005-08-31
2620671,4,2005-09-02
1414302,3,2005-09-06
249052,5,2004-12-12
1330766,3,2005-02-18
797821,5,2005-03-09
543981,5,2005-04-07
1091137,5,2005-04-18
532579,5,2005-04-19
1945809,3,2005-04-21
1907667,4,2005-04-25
1068777,5,2005-04-25
1843812,4,2005-04-26
1765193,3,2005-04-27
180849,3,2005-04-27
2503129,4,2005-04-28
2241806,5,2005-04-28
1213299,4,2005-04-28
308495,5,2005-04-28
139297,4,2005-04-29
1620761,4,2005-04-29
1583311,4,2005-05-01
991725,3,2005-05-01
1934982,4,2005-05-01
2581879,4,2005-05-01
1479492,5,2005-05-01
1276913,5,2005-05-01
1268697,3,2005-05-02
950515,4,2005-05-02
1477143,2,2005-05-02
1824033,3,2005-05-02
95372,4,2005-05-02
1241149,4,2005-05-03
135718,4,2005-05-03
1192301,5,2005-05-03
11203,4,2005-05-03
1245332,4,2005-05-03
929545,3,2005-05-03
530441,5,2005-05-04
948367,3,2005-05-04
900816,3,2005-05-04
430446,3,2005-05-05
263315,4,2005-05-05
1913324,3,2005-05-05
1005851,2,2005-05-05
2357634,5,2005-05-05
1329923,2,2005-05-05
1634362,3,2005-05-05
1863587,3,2005-05-06
2451053,4,2005-05-06
2323068,3,2005-05-06
1640419,3,2005-05-07
1176140,3,2005-05-07
1227848,3,2005-05-08
606097,5,2005-05-08
2306619,3,2005-05-09
2262706,5,2005-05-09
1488844,4,2005-05-09
2640473,5,2005-05-09
1240210,4,2005-05-10
1492345,4,2005-05-10
2472213,3,2005-05-10
671065,3,2005-05-10
1149472,3,2005-05-10
1576388,3,2005-05-11
30878,3,2005-05-12
1179646,5,2005-05-12
2581970,5,2005-05-12
608309,4,2005-05-12
477388,3,2005-05-12
1752360,4,2005-05-13
898121,2,2005-05-13
1221815,3,2005-05-14
479062,5,2005-05-14
673076,4,2005-05-15
2242037,3,2005-05-19
2515522,2,2005-05-16
2472626,3,2005-05-17
557167,4,2005-05-17
733332,4,2005-05-17
1028648,1,2005-05-17
1186456,4,2005-05-17
1678060,4,2005-05-17
2261008,4,2005-05-18
1018579,2,2005-05-18
2112389,5,2005-05-18
1794216,3,2005-05-18
1660799,5,2005-05-18
1057860,2,2005-05-19
506410,4,2005-05-19
183907,4,2005-05-19
1943087,4,2005-05-19
979767,4,2005-05-19
1443524,5,2005-05-20
457142,3,2005-05-21
2503680,4,2005-05-21
86062,4,2005-05-22
305151,4,2005-05-23
672852,2,2005-05-23
501780,4,2005-05-23
68365,1,2005-05-23
320161,3,2005-05-23
2557878,5,2005-05-23
853261,3,2005-05-23
921064,4,2005-05-23
1588410,4,2005-05-24
2287143,4,2005-05-25
1170033,3,2005-05-27
1750448,4,2005-05-27
1008399,4,2005-05-29
121622,2,2005-05-29
1936617,4,2005-05-29
159007,3,2005-05-30
1046513,5,2005-05-30
466862,3,2005-05-31
267377,5,2005-05-31
2646838,4,2005-05-31
2630287,3,2005-06-01
2645200,5,2005-06-02
2275640,3,2005-06-03
1272587,3,2005-06-05
2056884,5,2005-06-06
181418,4,2005-06-07
1341858,3,2005-06-07
2155033,4,2005-06-07
2163521,3,2005-06-09
2604009,3,2005-06-09
105595,5,2005-06-10
1382291,2,2005-06-10
210259,4,2005-06-13
738122,3,2005-06-13
923325,3,2005-06-13
2484791,4,2005-06-14
350592,2,2005-06-14
1689559,2,2005-06-14
909063,3,2005-06-14
193223,4,2005-06-15
1561326,4,2005-06-17
1447783,3,2005-06-20
2295232,4,2005-06-20
1583391,3,2005-06-21
768877,4,2005-06-21
2470833,2,2005-06-21
1016315,3,2005-06-22
2153146,4,2005-06-22
1753259,4,2005-06-22
2409405,3,2005-06-23
2628220,3,2005-06-23
2152963,2,2005-06-27
566690,3,2005-06-27
1228213,2,2005-06-28
2569320,3,2005-06-28
2367275,5,2005-06-28
1608985,3,2005-07-01
1744889,2,2005-07-04
1946757,3,2005-09-06
426397,2,2005-09-06
1032502,3,2005-09-08
2236005,4,2005-09-12
442739,3,2005-09-15
185150,3,2005-09-22
2480084,4,2005-09-27
2060397,3,2005-10-18
612865,2,2005-10-18
1417677,5,2005-10-27
146200,5,2005-10-28
962487,4,2005-10-28
48536,5,2005-10-29
654599,5,2005-10-31
886563,5,2005-11-01
2630241,5,2005-11-03
1591698,3,2005-11-03
1118455,1,2005-11-08
1272700,4,2005-11-08
2263006,5,2005-11-10
2270088,5,2005-11-12
332915,5,2005-11-14
2503691,4,2005-11-14
2380973,3,2005-11-16
850803,5,2005-11-16
1271900,4,2005-11-21
951709,3,2005-11-27
798777,2,2005-11-28
1386974,3,2005-12-01
728311,5,2005-12-01
1780909,1,2005-12-06
1451361,2,2005-12-05
1589663,5,2005-12-05
2081996,5,2005-12-12
2000622,3,2005-12-17
2387130,3,2005-12-26
2464942,4,2005-07-05
823519,4,2005-07-05
1576855,5,2005-07-05
175887,4,2005-07-10
1889046,3,2005-07-11
847027,3,2005-07-12
367614,3,2005-07-12
1457492,3,2005-07-14
1622180,5,2005-07-15
2162012,3,2005-07-15
1730139,2,2005-07-17
1983654,3,2005-07-18
1186746,5,2005-07-18
2093289,5,2005-07-19
2033368,2,2005-07-19
1214416,3,2005-07-20
2354884,3,2005-07-22
1608622,3,2005-07-23
540937,4,2005-07-24
6228,2,2005-07-29
401290,5,2005-07-29
568620,4,2005-08-02
2311810,4,2005-08-03
624118,5,2005-08-06
587939,2,2005-08-08
